id,sentence,subject_entity,object_entity,label
1718,"게다가, 프로이트 학파는 그들이 실험한 실험 환경을 특정짓기를 거부했다.""고 말하기도 하였다. 인지과학자들 또한 비판에 가세했다.","{'word': '프로이트', 'start_idx': 11, 'end_idx': 15, 'type': 'PER'}","{'word': '인지과학', 'start_idx': 71, 'end_idx': 75, 'type': 'STF'}",관계_없음
2191,"분열형 인격장애의 증상은 다음을 포함한다. 신체적 착각을 포함한 유별난 지각 경험, 기이한 사고와 언어 (예 : 모호하고 우회적이고 은유적이고 지나치게 자세하게 묘사하거나 혹은 상동증적인 사고와 언어)","{'word': '분열형 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '신체적 착각', 'start_idx': 42, 'end_idx': 48, 'type': 'TERM'}",용어:증상또는질환
31,세계생리정신과협회연합(The World Federation of Societies of Biological Psychiatry)은 벤조디아제핀이 일선치료법으로는 안되나 치료저항성(treatment-resistant) 사례에서는 사용가능하다고 말한다.,"{'word': '치료저항성', 'start_idx': 100, 'end_idx': 105, 'type': 'THRY'}","{'word': 'treatment-resistant', 'start_idx': 118, 'end_idx': 137, 'type': 'THRY'}",이론:대체어
1615,미국 심리학자 에이브러햄 매슬로(Abraham Maslow)는 매슬로의 욕구단계설(hierarchy of human needs)에서 자존감을 포함하고 있다.,"{'word': '에이브러햄 매슬로', 'start_idx': 25, 'end_idx': 34, 'type': 'PER'}","{'word': '심리학', 'start_idx': 8, 'end_idx': 11, 'type': 'STF'}",인물:소속이론또는학문분야
2435,"당시 지배적이었던 창조설, 즉 지구상의 모든 생물체는 신의 뜻에 의해 창조되고 지배된다는 신중심주의 학설을 뒤집고 새로운 시대를 열어, 인류의 자연 및 정신 문명에 커다란 발전을 가져오게 했다.","{'word': '창조설', 'start_idx': 16, 'end_idx': 19, 'type': 'THRY'}","{'word': '신중심주의 학설', 'start_idx': 68, 'end_idx': 76, 'type': 'THRY'}",이론:대체어
1311,조현병이나 망상장애 등 심각한 정신질환으로 이어지기도 한다는 것이 편집성 인격장애의 특징이다.,"{'word': '편집성 인격장애', 'start_idx': 54, 'end_idx': 62, 'type': 'TERM'}","{'word': '조현병', 'start_idx': 5, 'end_idx': 8, 'type': 'TERM'}",용어:증상또는질환
877,일탈현상은 다음을 포함한다. 신경이 예민해져서 사소한 일에도 짜증을 내고 불안하거나 긴장된 모습을 보인다.,"{'word': '일탈현상', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': '불안', 'start_idx': 59, 'end_idx': 61, 'type': 'TERM'}",용어:증상또는질환
2257,"경계선 인격장애 환자는 현저한 기분 변화에 따른 정동의 불안정성(예 : 대체로 수 시간 지속되며 드물게는 수일간 지속되기도 하는 간헐적인 심한 불쾌감, 성마름, 불안)을 보인다.","{'word': '경계선 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '정동의 불안정성', 'start_idx': 45, 'end_idx': 53, 'type': 'TERM'}",용어:증상또는질환
2188,언어 관련 장애나 기분장애가 조현병 환자에게 나타나기도 한다.,"{'word': '조현병', 'start_idx': 33, 'end_idx': 36, 'type': 'TERM'}","{'word': '기분장애', 'start_idx': 15, 'end_idx': 19, 'type': 'TERM'}",용어:증상또는질환
1362,"반사회성 인격장애(Antisocial Personality Disorder, ASPD, APD)는 타인들을 속이고, 범죄 행위를 하는 데에 죄책감을 느끼지 않으며, 착취적이며 지나친 야망과 우월한 태도를 보여 타인에 공감하지 못하며 감정 기복이 심하다. 또한 환경에 대한 비난을 많이 하고 15세 이상이 되어서 보이는 특징이 있다.","{'word': '반사회성 인격장애', 'start_idx': 6, 'end_idx': 15, 'type': 'TERM'}","{'word': '감정 기복', 'start_idx': 148, 'end_idx': 153, 'type': 'TERM'}",용어:증상또는질환
1971,분열성 인격장애 환자는 다음 증상을 보인다. 거의 항상 혼자 하는 활동을 선택한다.,"{'word': '분열성 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '혼자 하는 활동', 'start_idx': 49, 'end_idx': 57, 'type': 'TERM'}",용어:증상또는질환
1256,"승화(Sublimation)란 무익한 감정이나 본능을 건강한 행동, 사고, 감정으로 고치는 것이다. 축구나 럭비 등 신체 접촉이 많은 운동을 하면서 공격성을 게임으로 돌린다.","{'word': '승화', 'start_idx': 6, 'end_idx': 8, 'type': 'THRY'}","{'word': 'Sublimation', 'start_idx': 21, 'end_idx': 32, 'type': 'THRY'}",이론:대체어
1188,"조현병의 양성증상(positive symptoms)은 일반인에게는 존재하지 않으나 환자에게는 나타나는 증상을 가리킨다. 망상, 환각 등의 정신증적 증상이 포함된다.","{'word': '조현병', 'start_idx': 6, 'end_idx': 9, 'type': 'TERM'}","{'word': '정신증적 증상', 'start_idx': 95, 'end_idx': 102, 'type': 'TERM'}",용어:증상또는질환
1141,"형태주의 심리학(또는 게슈탈트 심리학)은 1910년에서 1912년에 걸치는 기간 동안 시작된 것으로 알려져 있는데, 이 시기는 독일 심리학자 베르트하이머(M. Wertheimer)가 자신의 논문 <운동지각에 관한 실험연구>(Experimental studies on the perception of movement)을 통해 일상적인 지각 현상에 대한 새로운 시각을 제시한 시기이다.","{'word': '형태주의 심리학', 'start_idx': 6, 'end_idx': 14, 'type': 'THRY'}","{'word': '게슈탈트 심리학', 'start_idx': 30, 'end_idx': 38, 'type': 'THRY'}",이론:대체어
150,"연극성 인격장애 환자는 자기 극화, 연극성, 그리고 과장된 정서 표현을 드러낸다.","{'word': '연극성 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '자기 극화', 'start_idx': 31, 'end_idx': 36, 'type': 'TERM'}",용어:증상또는질환
1382,"편집성 인격장애는 범-편집증(expansive paranoid), 광신(fanatic), 불평을 호소하고(querulant) 민감한 편집성 인격장애를 포함한다.","{'word': '편집성 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '광신', 'start_idx': 55, 'end_idx': 57, 'type': 'TERM'}",용어:증상또는질환
762,"DSM-IV-TR에서는 사회의 기대에서 현저히 벗어난 내적 경험과 행동이 다음 사항의 2가지 이상의 영역에서 나타날 때 인격 장애로 진단한다. 인지(자신, 타인, 사건의 지각과 해석 방식), 정동(정서반응의 범위, 강도, 가변성, 적절성)","{'word': 'DSM-IV-TR', 'start_idx': 6, 'end_idx': 15, 'type': 'TERM'}","{'word': '인격 장애', 'start_idx': 85, 'end_idx': 90, 'type': 'TERM'}",관계_없음
1096,"전자의 관점은 결합설(Connectionism, 심적 과정은 모두 자극과 반응 사이의 습득적 결합 작용에 의한다는 설)에 따라서 정신을 연구하는 반면에, 후자는 기호계산 (symbolic computation)을 강조한다.","{'word': '결합설', 'start_idx': 14, 'end_idx': 17, 'type': 'THRY'}","{'word': '기호계산', 'start_idx': 108, 'end_idx': 112, 'type': 'THRY'}",관계_없음
336,인지행동치료와 정신역동 심리치료(psychodynamic psychotherapy)의 시험 형태는 광장공포증(agoraphobia)를 동반하거나 동반하지 않는 공황장애 치료에 있어 모두 효과를 보여 왔다.,"{'word': '공황장애', 'start_idx': 106, 'end_idx': 110, 'type': 'TERM'}","{'word': '인지행동치료', 'start_idx': 5, 'end_idx': 11, 'type': 'THRY'}",용어:치료기법
1432,불안감: 또 하나의 특징은 거의 대부분의 환자들이 조현병이 나타나기 이전에 불안감을 느낀다는 것이다.,"{'word': '조현병', 'start_idx': 34, 'end_idx': 37, 'type': 'TERM'}","{'word': '불안감', 'start_idx': 60, 'end_idx': 63, 'type': 'TERM'}",용어:증상또는질환
124,"예를 들면, 언어 습득 분야에서 스티븐 핑커(Steven Pinker)와 같은 사람들은 특정 정보가 보편적인 문법적 규칙을 담고 있고 이 정보가 유전자 속에 있다고 주장한다.","{'word': '스티븐 핑커(Steven Pinker)', 'start_idx': 35, 'end_idx': 56, 'type': 'PER'}","{'word': '언어 습득 분야', 'start_idx': 12, 'end_idx': 20, 'type': 'STF'}",인물:소속이론또는학문분야
682,"이것은 다윈의 《생물학》을 현대 생물학과 같다고 볼 수 없으며, 뉴턴의 《물리학》이 곧 현대 물리학이라고 간주할 수 없는 것과 마찬가지이다.","{'word': '다윈', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}","{'word': '생물학', 'start_idx': 27, 'end_idx': 30, 'type': 'STF'}",인물:소속이론또는학문분야
596,"공황장애에 대한 2000년판 정신질환 진단 및 통계 편람(DSM-IV-TR) 진단기준은, 예측하지 못하는 공황발작(panic attack)이 반복적으로 나타나야 하며, 최소 1개월간 유의미하고 연관된 행동변화(behavior change), 향후 발생할 발작에 대한 지속적인 우려, 혹은 발작의 영향에 대한 우려를 최소 하나의 경우 이상 수반된다.","{'word': '공황장애', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': '공황발작', 'start_idx': 77, 'end_idx': 81, 'type': 'TERM'}",용어:증상또는질환
2226,"그는 “우리가 매일 거의 매시간 잔인한 잔학 행위, 상상할 수 없는 고문을 받거나 가혹한 궁핍을 겪고 있는 이 가난하고 무방비 상태의 존재들의 어린 나이를 고려할 때, 그들의 삶은 한 번의 긴 순교를 겪습니다. 그들에게 생명을 준 우리는 도덕주의자의 영혼이나 정의의 양심을 방해할 수 있는 가장 끔찍한 문제 중 하나에 직면합니다.”라고 말했다.","{'word': '도덕주의자', 'start_idx': 150, 'end_idx': 155, 'type': 'TERM'}","{'word': '잔학 행위', 'start_idx': 27, 'end_idx': 32, 'type': 'TERM'}",관계_없음
354,기이하고 엉뚱하거나 특이한 행동이나 외모는 분열형 인격장애의 증상 중 하나이다.,"{'word': '분열형 인격장애', 'start_idx': 41, 'end_idx': 49, 'type': 'TERM'}","{'word': '특이한 행동', 'start_idx': 16, 'end_idx': 22, 'type': 'TERM'}",용어:증상또는질환
308,자극감응노출(Interoceptive exposure)이 공황장애에 사용되기도 한다.,"{'word': '공황장애', 'start_idx': 49, 'end_idx': 53, 'type': 'TERM'}","{'word': '자극감응노출', 'start_idx': 5, 'end_idx': 11, 'type': 'THRY'}",용어:치료기법
1384,일본에서는 자기 심리학이 정신의학에 종사하고 있는 마루타 토시히코·오카노 켄이치로우·와다 히데키들에 의해서 정력적으로 소개됐다.,"{'word': '마루타 토시히코', 'start_idx': 45, 'end_idx': 53, 'type': 'PER'}","{'word': '정신의학', 'start_idx': 19, 'end_idx': 23, 'type': 'STF'}",인물:소속이론또는학문분야
1305,"자신의 욕구와 행동(상상속의 행동 포함)으로 인하여 타인에게 피해를 주었다고 느낄 때, 그 피해적 행동을 중지하고 원상복귀 시키려는 일종의 속죄 행위를 하는데 이를 철회 (Undoing)라고 한다.","{'word': '철회', 'start_idx': 109, 'end_idx': 111, 'type': 'THRY'}","{'word': '원상복귀', 'start_idx': 69, 'end_idx': 73, 'type': 'TERM'}",관계_없음
1152,"이 약물은 항우울제로 일반적으로 알려져 있지만, 이 약물은 뇌에서 세로토닌의 기능을 정상화시킴으로써 강박 장애의 치료에 효과가 있다.","{'word': '강박 장애', 'start_idx': 73, 'end_idx': 78, 'type': 'TERM'}","{'word': '항우울제', 'start_idx': 11, 'end_idx': 15, 'type': 'TERM'}",용어:약
1102,프로이트는 최면술이 틀리기 쉽고 의식이 있는 동안에 중대한 기억에 대하여 환자들이 회복할 수 있고 이해할 수 있다는 것을 발견했기 때문에 최면술로 치료하기를 그만두었다.,"{'word': '프로이트', 'start_idx': 6, 'end_idx': 10, 'type': 'PER'}","{'word': '최면술', 'start_idx': 24, 'end_idx': 27, 'type': 'TERM'}",관계_없음
2043,"유머(Humour)란 타인에게 유쾌함을 가져다 주는 생각과 감정을 드러내어 표현(마주하거나 직접 말하기 불편한 것들)하는 것으로, 생각이란 그 자체로 스트레스인 부분이 있지만, 말재주로 사고를 피해가는 것을 말한다.","{'word': '유머', 'start_idx': 6, 'end_idx': 8, 'type': 'THRY'}","{'word': 'Humour', 'start_idx': 21, 'end_idx': 27, 'type': 'THRY'}",이론:대체어
119,분열성 환상(Schizoid fantasy)이란 내적 외적 갈등을 해소하기 위하여 환상으로 후퇴하는 경향을 말한다.,"{'word': '분열성 환상', 'start_idx': 6, 'end_idx': 12, 'type': 'THRY'}","{'word': 'Schizoid fantasy', 'start_idx': 25, 'end_idx': 41, 'type': 'THRY'}",이론:대체어
605,"후에 하인츠 코헛의 자기애(narcissism)에 관한 고찰은 자기애성 인격장애의 환자 전반에 들어맞는 이론으로서 1971년에 '자기의 분석'이라는 서적으로 제창되었다. 그 이후, 그는 서서히 '자기'라는 것에 관한 고찰을 축적해 나가, 1978년에는 자기 심리학 총회를 개최하기까지 도달했다.","{'word': '하인츠 코헛', 'start_idx': 9, 'end_idx': 15, 'type': 'PER'}","{'word': '자기애', 'start_idx': 29, 'end_idx': 32, 'type': 'THRY'}",인물:소속이론또는학문분야
2425,"B군(Cluster B) 충동형B) 충동형에는 반사회성 인격장애, 경계선 인격장애, 자기애성 인격장애, 연극성 인격장애가 포함된다.","{'word': 'B군(Cluster B) 충동형', 'start_idx': 6, 'end_idx': 23, 'type': 'THRY'}","{'word': 'B', 'start_idx': 35, 'end_idx': 36, 'type': 'THRY'}",이론:하위_이론
1956,"자기애성 인격장애 환자는 끝없는 성공, 권력, 탁월성, 아름다움, 이상적인 사랑에 대한 공상에 빠진다.","{'word': '자기애성 인격장애', 'start_idx': 6, 'end_idx': 15, 'type': 'TERM'}","{'word': '공상', 'start_idx': 67, 'end_idx': 69, 'type': 'TERM'}",용어:증상또는질환
633,"성격 변화 - 회피적 특성, 의존적 성격, 연극적 성향이 두드러진다.","{'word': '의존적 성격', 'start_idx': 33, 'end_idx': 39, 'type': 'THRY'}","{'word': '성격 변화', 'start_idx': 5, 'end_idx': 10, 'type': 'THRY'}",이론:상위_이론
2408,"하지만 나중에 프로이트는 최면 기법을 더이상 치료 가능성이 있는 방식으로 사용하지 않고, 자유 연상과 꿈 분석을 선호하게 된다.","{'word': '프로이트', 'start_idx': 14, 'end_idx': 18, 'type': 'PER'}","{'word': '자유 연상', 'start_idx': 68, 'end_idx': 73, 'type': 'THRY'}",인물:소속이론또는학문분야
2015,"빨대 호흡(Straw breathing) : 호흡곤란(dyspnea), 기도 압박(airway constriction) 유도","{'word': '빨대 호흡', 'start_idx': 6, 'end_idx': 11, 'type': 'TERM'}","{'word': '호흡곤란', 'start_idx': 43, 'end_idx': 47, 'type': 'TERM'}",용어:증상또는질환
322,"전위(Displacement)란 성적 충동이나 공격성 충동을 보다 수용 가능하거나 덜 위협적인 대상으로 옮기는 것을 말한다. 감정을 보다 안전하게 배출한다. 실제 대상으로부터 감정을 분리하고 덜 공격적이고 위협적인 인물이나 대상에 강렬한 감정을 돌림으로써, 공포스럽거나 위협적인 것을 직접 대하지 않으려 한다.","{'word': '전위', 'start_idx': 6, 'end_idx': 8, 'type': 'THRY'}","{'word': 'Displacement', 'start_idx': 21, 'end_idx': 33, 'type': 'THRY'}",이론:대체어
2354,실존 분석 요법은 실존분석(existential analysis 또는 Existenzanalyse)라고 불리며 일하는 능력이나 인생을 즐기는 능력 뿐 아니라 고뇌하는 능력을 지니도록 하는 것이 치료 목표이다.,"{'word': '실존 분석 요법', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '실존분석', 'start_idx': 28, 'end_idx': 32, 'type': 'TERM'}",용어:대체어
58,"분열형 인격장애의 증상은 다음을 포함한다. 의심이나 편집증적인 사고, 부적절하거나 메마른 정동, 기이하고 엉뚱하거나 특이한 행동이나 외모, 직계 가족 외에는 가까운 친구나 마음을 털어놓을 수 있는 사람이 없다.","{'word': '분열형 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '편집증적인 사고', 'start_idx': 47, 'end_idx': 55, 'type': 'TERM'}",용어:증상또는질환
1153,1890년대에 이르러 오스트리아의 프로이트는 정신분석학을 주창하여 독자적인 심리학 영역을 구축하였다.,"{'word': '프로이트', 'start_idx': 25, 'end_idx': 29, 'type': 'PER'}","{'word': '정신분석학', 'start_idx': 43, 'end_idx': 48, 'type': 'STF'}",인물:소속이론또는학문분야
1609,"불안은 강박장애(obsessive–compulsive disorder)를 통하여 올 수도 있으며, 공황장애(panic disorder)에서도 급성으로 나타나기도 한다.","{'word': '공황장애', 'start_idx': 72, 'end_idx': 76, 'type': 'TERM'}","{'word': '불안', 'start_idx': 5, 'end_idx': 7, 'type': 'TERM'}",용어:증상또는질환
530,"성욕기(genital stage, 12세 이후)는 사춘기로서 성적 충동을 정상적인 성욕으로 통합하는 시기이며, 정서적 해방과 독립을 추구하는 심리적 이유기이다. 앞서의 단계들에서보다 약하기는 하지만 이 단계에서도 갈등이 있다.","{'word': '정서적 해방과 독립', 'start_idx': 79, 'end_idx': 89, 'type': 'THRY'}","{'word': '성욕기', 'start_idx': 5, 'end_idx': 8, 'type': 'THRY'}",이론:상위_이론
145,DSM-IV-TR에서 언급하는 인격 장애의 진단기준은 다음과 같다. 사회의 기대에서 현저히 벗어난 내적 경험과 행동이 지속적으로 나타난다.,"{'word': '인격 장애', 'start_idx': 34, 'end_idx': 39, 'type': 'THRY'}","{'word': 'DSM-IV-TR', 'start_idx': 5, 'end_idx': 14, 'type': 'THRY'}",이론:상위_이론
1628,미셸 푸코와 질 들뢰즈는 정신분석학회가 권력의 중심이 되었으며 그들이 사용하는 고백 기법이 기독교적 전통을 반영한다고 주장하였다.,"{'word': '미셸 푸코', 'start_idx': 6, 'end_idx': 11, 'type': 'PER'}","{'word': '정신분석학회', 'start_idx': 32, 'end_idx': 38, 'type': 'STF'}",인물:소속이론또는학문분야
356,"양적 연구방법은 연구 대상의 특성을 수치화, 계량화하기 용이한 경우에 많이 사용되는데 이러한 연구방법이 적합한 사례로는 반응시간(response time)연구, 지능 연구와 같은 것이 있다.","{'word': '양적 연구방법', 'start_idx': 6, 'end_idx': 13, 'type': 'THRY'}","{'word': '지능 연구', 'start_idx': 108, 'end_idx': 113, 'type': 'THRY'}",관계_없음
1526,"망상장애, 조현병은 편집성 인격장애에 포함되지 않는다.","{'word': '망상장애', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': '편집성 인격장애', 'start_idx': 29, 'end_idx': 37, 'type': 'TERM'}",관계_없음
603,"A군(Cluster A) 기이형에는 편집성 인격장애, 분열형 인격장애, 분열성 인격장애가 포함된다.","{'word': '편집성 인격장애', 'start_idx': 37, 'end_idx': 45, 'type': 'THRY'}","{'word': '기이형', 'start_idx': 19, 'end_idx': 22, 'type': 'THRY'}",이론:상위_이론
52,"충분한 근거 없이 타인들이 자신을 착취, 상해 또는 속인다고 의심하는 증상이 편집성 인격장애 환자에게서 나타난다.","{'word': '편집성 인격장애', 'start_idx': 60, 'end_idx': 68, 'type': 'TERM'}","{'word': '의심', 'start_idx': 39, 'end_idx': 41, 'type': 'TERM'}",용어:증상또는질환
1434,"급성 스트레스 장애의 경우는 치료를 시작하면 회복이 매우 빠른 편이며, 정신과적 장애가 잘 나타나지 않는다.","{'word': '급성 스트레스 장애', 'start_idx': 6, 'end_idx': 16, 'type': 'TERM'}","{'word': '정신과적 장애', 'start_idx': 58, 'end_idx': 65, 'type': 'TERM'}",관계_없음
